order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,currency,payment_method,payment_status,order_status,shipping_method,tracking_number,expected_delivery_date,actual_delivery_date,created_at,updated_at
ORD-00660,CUS-0438,2025-12-05,PROD-048,1,127.33,127.33,USD,debit_card,paid,placed,standard,TRACK-K8EVBRX8,2025-12-14,,2025-12-05T00:00:00Z,2025-12-31T00:00:00Z
ORD-00661,CUS-0939,2024-06-17,PROD-048,3,127.33,381.99,USD,credit_card,partially_refunded,returned,standard,TRACK-2ELMV5E7,2024-06-23,2024-06-24,2024-06-17T00:00:00Z,2024-10-22T00:00:00Z
ORD-00662,CUS-0624,2024-12-05,PROD-002,2,2846.71,5693.42,USD,credit_card,paid,processing,next_day,TRACK-XK2JL6KK,2024-12-06,,2024-12-05T00:00:00Z,2025-06-13T00:00:00Z
ORD-00663,CUS-0612,2025-09-07,PROD-029,4,868.72,3474.88,USD,credit_card,paid,shipped,standard,TRACK-43TLRCEL,2025-09-14,,2025-09-07T00:00:00Z,2025-09-20T00:00:00Z
ORD-00664,CUS-0171,2025-09-02,PROD-090,1,289.84,289.84,USD,paypal,pending,placed,express,TRACK-EGD572I2,2025-09-04,,2025-09-02T00:00:00Z,2025-10-31T00:00:00Z
ORD-00665,CUS-0507,2025-03-11,PROD-021,3,373.51,1120.53,USD,credit_card,paid,delivered,express,TRACK-0WUZLLGY,2025-03-13,2025-03-15,2025-03-11T00:00:00Z,2025-08-18T00:00:00Z
ORD-00666,CUS-0104,2024-04-28,PROD-052,5,580.62,2903.10,USD,debit_card,paid,shipped,standard,TRACK-WQB6TWNV,2024-05-05,,2024-04-28T00:00:00Z,2025-08-06T00:00:00Z
ORD-00667,CUS-0315,2025-04-27,PROD-035,2,297.43,594.86,USD,debit_card,paid,delayed,next_day,TRACK-H1K504K3,2025-04-28,,2025-04-27T00:00:00Z,2025-05-27T00:00:00Z
ORD-00668,CUS-0365,2024-11-03,PROD-075,5,343.41,1717.05,USD,debit_card,paid,out_for_delivery,standard,TRACK-K6HMRTIE,2024-11-09,,2024-11-03T00:00:00Z,2024-12-15T00:00:00Z
ORD-00669,CUS-0895,2025-12-05,PROD-009,2,788.22,1576.44,USD,paypal,paid,processing,next_day,TRACK-SVG7SS63,2025-12-06,,2025-12-05T00:00:00Z,2025-12-07T00:00:00Z
ORD-00670,CUS-0362,2025-05-06,PROD-023,5,955.05,4775.25,USD,credit_card,paid,out_for_delivery,standard,TRACK-KTGYLEYO,2025-05-16,,2025-05-06T00:00:00Z,2025-12-29T00:00:00Z
ORD-00671,CUS-0336,2024-08-19,PROD-094,4,179.49,717.96,USD,debit_card,paid,cancelled,standard,TRACK-DUDPRK5R,2024-08-29,,2024-08-19T00:00:00Z,2025-04-02T00:00:00Z
ORD-00672,CUS-0761,2024-06-15,PROD-049,5,49.02,245.10,USD,credit_card,paid,cancelled,standard,TRACK-9I3EVJN2,2024-06-22,,2024-06-15T00:00:00Z,2024-08-07T00:00:00Z
ORD-00673,CUS-0625,2025-08-11,PROD-076,5,158.70,793.50,USD,paypal,paid,delayed,next_day,TRACK-BBVMIA63,2025-08-12,,2025-08-11T00:00:00Z,2025-11-06T00:00:00Z
ORD-00674,CUS-0168,2025-12-22,PROD-013,1,1278.38,1278.38,USD,paypal,paid,delivered,express,TRACK-XKKXO0SS,2025-12-26,2025-12-29,2025-12-22T00:00:00Z,2025-12-27T00:00:00Z
ORD-00675,CUS-0449,2025-07-28,PROD-022,3,500.24,1500.72,USD,debit_card,failed,cancelled,standard,TRACK-WU1ESEVG,2025-08-02,,2025-07-28T00:00:00Z,2025-12-24T00:00:00Z
ORD-00676,CUS-0474,2025-07-05,PROD-094,5,179.49,897.45,USD,debit_card,paid,delivered,next_day,TRACK-443KTX6Q,2025-07-06,2025-07-06,2025-07-05T00:00:00Z,2025-07-08T00:00:00Z
ORD-00677,CUS-0949,2025-08-17,PROD-043,5,53.52,267.60,USD,debit_card,paid,shipped,standard,TRACK-7322HR5S,2025-08-25,,2025-08-17T00:00:00Z,2025-09-12T00:00:00Z
ORD-00678,CUS-0085,2024-08-10,PROD-024,1,522.20,522.20,USD,credit_card,paid,processing,express,TRACK-MPT1UV94,2024-08-12,,2024-08-10T00:00:00Z,2025-12-06T00:00:00Z
ORD-00679,CUS-0939,2025-08-13,PROD-044,1,26.86,26.86,USD,debit_card,refunded,returned,next_day,TRACK-2X54U44Q,2025-08-14,2025-08-14,2025-08-13T00:00:00Z,2025-11-01T00:00:00Z
ORD-00680,CUS-0152,2025-03-11,PROD-072,4,172.02,688.08,USD,crypto,paid,delivered,standard,TRACK-3NWX0TAZ,2025-03-21,2025-03-21,2025-03-11T00:00:00Z,2025-08-21T00:00:00Z
ORD-00681,CUS-0200,2025-11-20,PROD-017,4,657.92,2631.68,USD,paypal,pending,placed,standard,TRACK-U2CI4EUR,2025-11-26,,2025-11-20T00:00:00Z,2025-12-10T00:00:00Z
ORD-00682,CUS-0358,2024-09-06,PROD-016,4,551.74,2206.96,USD,credit_card,pending,placed,next_day,TRACK-T324ZBL5,2024-09-07,,2024-09-06T00:00:00Z,2024-12-23T00:00:00Z
ORD-00683,CUS-0732,2024-07-30,PROD-060,4,420.27,1681.08,USD,bank_transfer,paid,placed,next_day,TRACK-2TH1FPHM,2024-07-31,,2024-07-30T00:00:00Z,2025-09-13T00:00:00Z
ORD-00684,CUS-0582,2024-08-02,PROD-032,3,126.22,378.66,USD,credit_card,paid,processing,express,TRACK-CAML518D,2024-08-06,,2024-08-02T00:00:00Z,2025-11-06T00:00:00Z
ORD-00685,CUS-0682,2024-03-29,PROD-032,3,126.22,378.66,USD,credit_card,failed,cancelled,standard,TRACK-VUM2ENI8,2024-04-07,,2024-03-29T00:00:00Z,2024-08-13T00:00:00Z
ORD-00686,CUS-0859,2024-09-02,PROD-066,4,77.92,311.68,USD,debit_card,paid,out_for_delivery,express,TRACK-BFV9XOMI,2024-09-04,,2024-09-02T00:00:00Z,2024-10-14T00:00:00Z
ORD-00687,CUS-0387,2024-09-19,PROD-033,1,249.21,249.21,USD,credit_card,paid,cancelled,express,TRACK-C6WZ8L6M,2024-09-23,,2024-09-19T00:00:00Z,2025-04-16T00:00:00Z
ORD-00688,CUS-0849,2024-02-13,PROD-034,3,347.18,1041.54,USD,credit_card,refunded,refunded,standard,TRACK-YTE9AFPP,2024-02-22,2024-02-22,2024-02-13T00:00:00Z,2025-11-22T00:00:00Z
ORD-00689,CUS-0266,2024-10-04,PROD-087,4,89.66,358.64,USD,paypal,paid,confirmed,international,TRACK-UV27UUBR,2024-10-22,,2024-10-04T00:00:00Z,2025-10-26T00:00:00Z
ORD-00690,CUS-0882,2025-09-13,PROD-085,1,152.73,152.73,USD,crypto,paid,delivered,standard,TRACK-S1KWQJL8,2025-09-18,2025-09-19,2025-09-13T00:00:00Z,2025-10-25T00:00:00Z
ORD-00691,CUS-0551,2025-04-09,PROD-096,2,93.24,186.48,USD,credit_card,refunded,cancelled,express,TRACK-JHXPTUED,2025-04-12,,2025-04-09T00:00:00Z,2025-04-26T00:00:00Z
ORD-00692,CUS-0208,2024-08-01,PROD-040,5,337.08,1685.40,USD,credit_card,paid,delivered,express,TRACK-6SHQXMS0,2024-08-03,2024-08-06,2024-08-01T00:00:00Z,2025-11-30T00:00:00Z
ORD-00693,CUS-0461,2024-09-14,PROD-002,1,2846.71,2846.71,USD,debit_card,paid,processing,standard,TRACK-VWE8G358,2024-09-20,,2024-09-14T00:00:00Z,2024-11-18T00:00:00Z
ORD-00694,CUS-0406,2024-12-23,PROD-018,3,1487.38,4462.14,USD,debit_card,paid,delayed,standard,TRACK-7C45IDBX,2024-12-31,,2024-12-23T00:00:00Z,2025-03-01T00:00:00Z
ORD-00695,CUS-0008,2024-10-13,PROD-035,1,297.43,297.43,USD,credit_card,paid,placed,next_day,TRACK-VZDHJ9IT,2024-10-14,,2024-10-13T00:00:00Z,2024-11-12T00:00:00Z
ORD-00696,CUS-0637,2025-09-22,PROD-062,3,282.17,846.51,USD,debit_card,pending,placed,standard,TRACK-1TQV0R09,2025-10-01,,2025-09-22T00:00:00Z,2025-10-18T00:00:00Z
ORD-00697,CUS-0188,2025-01-17,PROD-023,1,955.05,955.05,USD,credit_card,partially_refunded,refunded,standard,TRACK-GA3YYGDT,2025-01-26,2025-01-26,2025-01-17T00:00:00Z,2025-04-25T00:00:00Z
ORD-00698,CUS-0313,2025-06-22,PROD-049,4,49.02,196.08,USD,paypal,paid,placed,standard,TRACK-BATQXC72,2025-06-27,,2025-06-22T00:00:00Z,2025-09-15T00:00:00Z
ORD-00699,CUS-0799,2025-02-04,PROD-031,4,88.52,354.08,USD,credit_card,paid,delivered,standard,TRACK-UH8VAQVB,2025-02-09,2025-02-12,2025-02-04T00:00:00Z,2025-04-14T00:00:00Z
ORD-00700,CUS-0342,2024-01-13,PROD-073,1,114.42,114.42,USD,paypal,paid,delayed,standard,TRACK-WD1BQFDT,2024-01-21,,2024-01-13T00:00:00Z,2024-02-24T00:00:00Z
ORD-00701,CUS-0762,2025-04-28,PROD-066,1,77.92,77.92,USD,credit_card,paid,delivered,express,TRACK-FE2J5ZKO,2025-04-30,2025-05-03,2025-04-28T00:00:00Z,2025-09-20T00:00:00Z
ORD-00702,CUS-0172,2024-03-11,PROD-071,4,489.66,1958.64,USD,credit_card,failed,cancelled,standard,TRACK-LO9FIK47,2024-03-17,,2024-03-11T00:00:00Z,2025-03-15T00:00:00Z
ORD-00703,CUS-0148,2025-10-25,PROD-012,4,922.70,3690.80,USD,bank_transfer,paid,placed,standard,TRACK-HV1F070V,2025-11-01,,2025-10-25T00:00:00Z,2025-12-21T00:00:00Z
ORD-00704,CUS-0817,2024-07-03,PROD-061,4,118.46,473.84,USD,bank_transfer,paid,delivered,standard,TRACK-YPWLIEOX,2024-07-12,2024-07-14,2024-07-03T00:00:00Z,2024-07-27T00:00:00Z
ORD-00705,CUS-0994,2024-05-17,PROD-087,3,89.66,268.98,USD,debit_card,partially_refunded,refunded,express,TRACK-TEBDUD8T,2024-05-19,2024-05-20,2024-05-17T00:00:00Z,2025-11-21T00:00:00Z
ORD-00706,CUS-0902,2025-12-20,PROD-052,3,580.62,1741.86,USD,credit_card,paid,delivered,express,TRACK-5JU26SPH,2025-12-23,2025-12-23,2025-12-20T00:00:00Z,2025-12-28T00:00:00Z
ORD-00707,CUS-0539,2024-11-15,PROD-035,4,297.43,1189.72,USD,credit_card,paid,shipped,express,TRACK-0PX99DBK,2024-11-19,,2024-11-15T00:00:00Z,2024-12-28T00:00:00Z
ORD-00708,CUS-0448,2024-02-14,PROD-039,1,482.81,482.81,USD,credit_card,paid,out_for_delivery,next_day,TRACK-0T369O8W,2024-02-15,,2024-02-14T00:00:00Z,2025-01-12T00:00:00Z
ORD-00709,CUS-0236,2025-07-07,PROD-036,3,341.40,1024.20,USD,credit_card,paid,delivered,standard,TRACK-Q8SEUTLP,2025-07-13,2025-07-13,2025-07-07T00:00:00Z,2025-07-23T00:00:00Z
ORD-00710,CUS-0171,2025-05-18,PROD-026,2,295.00,590.00,USD,debit_card,failed,cancelled,standard,TRACK-AHHCASIK,2025-05-28,,2025-05-18T00:00:00Z,2025-09-11T00:00:00Z
ORD-00711,CUS-0246,2024-04-23,PROD-076,5,158.70,793.50,USD,credit_card,pending,placed,standard,TRACK-JOAU4DU0,2024-04-29,,2024-04-23T00:00:00Z,2024-09-12T00:00:00Z
ORD-00712,CUS-0702,2024-07-25,PROD-064,4,384.19,1536.76,USD,debit_card,paid,delivered,express,TRACK-Y8UQZBA2,2024-07-28,2024-07-30,2024-07-25T00:00:00Z,2024-10-17T00:00:00Z
ORD-00713,CUS-0966,2025-03-11,PROD-071,4,489.66,1958.64,USD,debit_card,partially_refunded,refunded,standard,TRACK-BAV4VJHP,2025-03-16,2025-03-17,2025-03-11T00:00:00Z,2025-04-22T00:00:00Z
ORD-00714,CUS-0952,2025-06-19,PROD-013,1,1278.38,1278.38,USD,credit_card,paid,shipped,next_day,TRACK-VXYLFU2F,2025-06-20,,2025-06-19T00:00:00Z,2025-08-06T00:00:00Z
ORD-00715,CUS-0652,2025-11-11,PROD-034,1,347.18,347.18,USD,credit_card,pending,placed,standard,TRACK-1JOQNUVK,2025-11-21,,2025-11-11T00:00:00Z,2025-12-06T00:00:00Z
ORD-00716,CUS-0443,2024-05-31,PROD-057,1,81.68,81.68,USD,credit_card,pending,placed,standard,TRACK-5Z3ZTDS7,2024-06-10,,2024-05-31T00:00:00Z,2025-11-07T00:00:00Z
ORD-00717,CUS-0458,2024-10-22,PROD-077,1,484.12,484.12,USD,paypal,paid,confirmed,express,TRACK-FTSCJLEI,2024-10-25,,2024-10-22T00:00:00Z,2025-01-28T00:00:00Z
ORD-00718,CUS-0422,2024-06-12,PROD-040,2,337.08,674.16,USD,credit_card,paid,shipped,express,TRACK-AKFD18TL,2024-06-16,,2024-06-12T00:00:00Z,2025-08-14T00:00:00Z
ORD-00719,CUS-0961,2025-10-05,PROD-009,2,788.22,1576.44,USD,credit_card,paid,delayed,standard,TRACK-MAX6EBQG,2025-10-10,,2025-10-05T00:00:00Z,2025-11-28T00:00:00Z
ORD-00720,CUS-0419,2024-02-25,PROD-004,1,2579.89,2579.89,USD,paypal,paid,confirmed,standard,TRACK-SQB00G9E,2024-03-06,,2024-02-25T00:00:00Z,2025-05-07T00:00:00Z
ORD-00721,CUS-0071,2024-04-01,PROD-045,2,111.96,223.92,USD,credit_card,paid,placed,express,TRACK-ZA0PL810,2024-04-04,,2024-04-01T00:00:00Z,2025-04-26T00:00:00Z
ORD-00722,CUS-0743,2024-11-08,PROD-006,2,1049.94,2099.88,USD,bank_transfer,partially_refunded,returned,express,TRACK-94K3AWLA,2024-11-11,2024-11-12,2024-11-08T00:00:00Z,2025-04-15T00:00:00Z
ORD-00723,CUS-0504,2024-09-22,PROD-020,2,848.04,1696.08,USD,credit_card,paid,shipped,express,TRACK-C9TFLDY3,2024-09-26,,2024-09-22T00:00:00Z,2025-04-11T00:00:00Z
ORD-00724,CUS-0464,2025-06-05,PROD-001,4,2193.82,8775.28,USD,debit_card,paid,cancelled,standard,TRACK-77284JC7,2025-06-13,,2025-06-05T00:00:00Z,2025-10-22T00:00:00Z
ORD-00725,CUS-0453,2024-10-03,PROD-066,5,77.92,389.60,USD,credit_card,paid,shipped,express,TRACK-3XUXNB9D,2024-10-07,,2024-10-03T00:00:00Z,2025-06-16T00:00:00Z
ORD-00726,CUS-0580,2024-11-04,PROD-062,2,282.17,564.34,USD,credit_card,paid,confirmed,standard,TRACK-53LLP0NF,2024-11-09,,2024-11-04T00:00:00Z,2024-12-18T00:00:00Z
ORD-00727,CUS-0345,2025-03-19,PROD-082,3,235.36,706.08,USD,credit_card,paid,delivered,international,TRACK-MMUG8XJK,2025-03-31,2025-03-31,2025-03-19T00:00:00Z,2025-11-26T00:00:00Z
ORD-00728,CUS-0793,2025-07-13,PROD-026,5,295.00,1475.00,USD,credit_card,pending,placed,express,TRACK-I4PLMVK5,2025-07-17,,2025-07-13T00:00:00Z,2025-07-29T00:00:00Z
ORD-00729,CUS-0541,2024-10-10,PROD-067,5,317.35,1586.75,USD,debit_card,paid,cancelled,standard,TRACK-9O5A439G,2024-10-16,,2024-10-10T00:00:00Z,2025-03-18T00:00:00Z
ORD-00730,CUS-0201,2024-10-12,PROD-085,1,152.73,152.73,USD,credit_card,refunded,cancelled,standard,TRACK-5EOL0TA8,2024-10-20,,2024-10-12T00:00:00Z,2024-12-02T00:00:00Z
ORD-00731,CUS-0731,2025-10-19,PROD-094,5,179.49,897.45,USD,credit_card,paid,shipped,standard,TRACK-HCZDQ3W6,2025-10-24,,2025-10-19T00:00:00Z,2025-10-30T00:00:00Z
ORD-00732,CUS-0827,2024-02-03,PROD-036,1,341.40,341.40,USD,crypto,paid,processing,express,TRACK-3I1RD31T,2024-02-05,,2024-02-03T00:00:00Z,2024-05-20T00:00:00Z
ORD-00733,CUS-0906,2025-02-01,PROD-081,2,150.38,300.76,USD,debit_card,paid,delayed,standard,TRACK-YW1BSDX4,2025-02-11,,2025-02-01T00:00:00Z,2025-10-27T00:00:00Z
ORD-00734,CUS-0337,2024-01-10,PROD-047,1,81.88,81.88,USD,bank_transfer,paid,placed,standard,TRACK-ITZA7UY4,2024-01-19,,2024-01-10T00:00:00Z,2024-01-13T00:00:00Z
ORD-00735,CUS-0483,2025-04-24,PROD-018,5,1487.38,7436.90,USD,credit_card,paid,delayed,next_day,TRACK-IEOPTS2Q,2025-04-25,,2025-04-24T00:00:00Z,2025-05-27T00:00:00Z
ORD-00736,CUS-0916,2025-11-24,PROD-026,5,295.00,1475.00,USD,debit_card,paid,cancelled,next_day,TRACK-9JREHMIQ,2025-11-25,,2025-11-24T00:00:00Z,2025-12-29T00:00:00Z
ORD-00737,CUS-0885,2024-01-08,PROD-014,2,474.04,948.08,USD,paypal,paid,delayed,express,TRACK-A0T2Q8BG,2024-01-11,,2024-01-08T00:00:00Z,2024-11-03T00:00:00Z
ORD-00738,CUS-0199,2024-05-18,PROD-099,2,110.41,220.82,USD,credit_card,refunded,cancelled,standard,TRACK-8EV2NYNM,2024-05-26,,2024-05-18T00:00:00Z,2025-06-29T00:00:00Z
ORD-00739,CUS-0683,2024-01-21,PROD-061,4,118.46,473.84,USD,credit_card,paid,cancelled,next_day,TRACK-MPYI46N0,2024-01-22,,2024-01-21T00:00:00Z,2024-04-21T00:00:00Z
ORD-00740,CUS-0330,2024-04-28,PROD-008,4,1441.53,5766.12,USD,credit_card,refunded,returned,standard,TRACK-CRAHB73S,2024-05-05,2024-05-06,2024-04-28T00:00:00Z,2024-11-30T00:00:00Z
ORD-00741,CUS-0720,2025-12-12,PROD-096,1,93.24,93.24,USD,credit_card,paid,delivered,standard,TRACK-UK4SHA60,2025-12-21,2025-12-21,2025-12-12T00:00:00Z,2025-12-22T00:00:00Z
ORD-00742,CUS-0879,2024-02-17,PROD-030,2,342.95,685.90,USD,paypal,paid,confirmed,standard,TRACK-NZ1Z9ZO2,2024-02-23,,2024-02-17T00:00:00Z,2025-11-07T00:00:00Z
ORD-00743,CUS-0884,2024-08-26,PROD-043,3,53.52,160.56,USD,credit_card,paid,delivered,standard,TRACK-AAE16P1F,2024-09-04,2024-09-07,2024-08-26T00:00:00Z,2025-02-05T00:00:00Z
ORD-00744,CUS-0484,2025-07-19,PROD-032,3,126.22,378.66,USD,debit_card,paid,shipped,international,TRACK-6ETCQR3E,2025-08-16,,2025-07-19T00:00:00Z,2025-12-10T00:00:00Z
ORD-00745,CUS-0510,2024-04-10,PROD-065,3,339.44,1018.32,USD,credit_card,paid,shipped,standard,TRACK-N7BYVF0A,2024-04-17,,2024-04-10T00:00:00Z,2025-06-29T00:00:00Z
ORD-00746,CUS-0777,2025-01-13,PROD-095,3,106.35,319.05,USD,credit_card,paid,out_for_delivery,express,TRACK-QBCDQCSE,2025-01-16,,2025-01-13T00:00:00Z,2025-12-12T00:00:00Z
ORD-00747,CUS-0493,2025-10-18,PROD-069,2,271.07,542.14,USD,credit_card,paid,out_for_delivery,next_day,TRACK-CDL9T15K,2025-10-19,,2025-10-18T00:00:00Z,2025-11-25T00:00:00Z
ORD-00748,CUS-0516,2025-12-23,PROD-042,4,22.38,89.52,USD,credit_card,paid,delivered,standard,TRACK-BUL1OT96,2025-12-29,2025-12-31,2025-12-23T00:00:00Z,2025-12-30T00:00:00Z
ORD-00749,CUS-0427,2024-09-13,PROD-055,2,407.21,814.42,USD,debit_card,paid,placed,next_day,TRACK-HRC4HM08,2024-09-14,,2024-09-13T00:00:00Z,2025-05-14T00:00:00Z
ORD-00750,CUS-0428,2024-05-21,PROD-089,3,304.67,914.01,USD,paypal,paid,delivered,standard,TRACK-6PSRB6Y2,2024-05-30,2024-06-02,2024-05-21T00:00:00Z,2025-01-15T00:00:00Z
ORD-00751,CUS-0181,2025-12-11,PROD-008,3,1441.53,4324.59,USD,bank_transfer,paid,delayed,international,TRACK-IA2Y7VFH,2025-12-31,,2025-12-11T00:00:00Z,2025-12-13T00:00:00Z
ORD-00752,CUS-0980,2025-09-02,PROD-042,4,22.38,89.52,USD,debit_card,paid,out_for_delivery,standard,TRACK-1LY0OCRV,2025-09-10,,2025-09-02T00:00:00Z,2025-12-01T00:00:00Z
ORD-00753,CUS-0348,2024-09-17,PROD-045,2,111.96,223.92,USD,credit_card,paid,out_for_delivery,standard,TRACK-V5I2J4R4,2024-09-27,,2024-09-17T00:00:00Z,2025-05-08T00:00:00Z
ORD-00754,CUS-0747,2024-07-03,PROD-027,1,795.29,795.29,USD,debit_card,paid,delivered,standard,TRACK-7FD143XR,2024-07-12,2024-07-12,2024-07-03T00:00:00Z,2024-10-20T00:00:00Z
ORD-00755,CUS-0434,2024-02-28,PROD-022,3,500.24,1500.72,USD,paypal,paid,confirmed,express,TRACK-NK4OTBGD,2024-03-02,,2024-02-28T00:00:00Z,2024-03-07T00:00:00Z
ORD-00756,CUS-0213,2024-07-02,PROD-075,2,343.41,686.82,USD,debit_card,pending,placed,international,TRACK-O8UTD9JY,2024-07-20,,2024-07-02T00:00:00Z,2024-09-19T00:00:00Z
ORD-00757,CUS-0063,2025-07-13,PROD-055,1,407.21,407.21,USD,paypal,failed,cancelled,express,TRACK-5173C7Q2,2025-07-16,,2025-07-13T00:00:00Z,2025-07-15T00:00:00Z
ORD-00758,CUS-0964,2024-10-25,PROD-005,5,925.08,4625.40,USD,credit_card,paid,processing,standard,TRACK-OQJKU45P,2024-11-03,,2024-10-25T00:00:00Z,2025-11-29T00:00:00Z
ORD-00759,CUS-0455,2024-09-04,PROD-056,5,520.14,2600.70,USD,credit_card,pending,placed,express,TRACK-BO7JFM03,2024-09-08,,2024-09-04T00:00:00Z,2024-10-29T00:00:00Z
ORD-00760,CUS-0716,2024-08-12,PROD-078,5,251.87,1259.35,USD,paypal,paid,processing,express,TRACK-Z9RTD6EN,2024-08-15,,2024-08-12T00:00:00Z,2024-09-05T00:00:00Z
ORD-00761,CUS-0306,2025-07-30,PROD-099,4,110.41,441.64,USD,paypal,paid,placed,next_day,TRACK-POLG5TK9,2025-07-31,,2025-07-30T00:00:00Z,2025-12-02T00:00:00Z
ORD-00762,CUS-0272,2025-10-03,PROD-080,5,255.93,1279.65,USD,credit_card,paid,shipped,express,TRACK-0STKA091,2025-10-05,,2025-10-03T00:00:00Z,2025-10-08T00:00:00Z
ORD-00763,CUS-0559,2025-11-12,PROD-002,1,2846.71,2846.71,USD,credit_card,paid,delivered,standard,TRACK-VF16185I,2025-11-17,2025-11-19,2025-11-12T00:00:00Z,2025-12-16T00:00:00Z
ORD-00764,CUS-0587,2025-08-21,PROD-005,2,925.08,1850.16,USD,credit_card,paid,confirmed,standard,TRACK-MGHAGMB3,2025-08-31,,2025-08-21T00:00:00Z,2025-11-17T00:00:00Z
ORD-00765,CUS-0874,2024-04-26,PROD-008,5,1441.53,7207.65,USD,paypal,refunded,returned,standard,TRACK-K2YB4U33,2024-05-03,2024-05-04,2024-04-26T00:00:00Z,2024-11-10T00:00:00Z
ORD-00766,CUS-0774,2024-09-08,PROD-100,2,46.48,92.96,USD,credit_card,failed,cancelled,standard,TRACK-OFPATM0T,2024-09-18,,2024-09-08T00:00:00Z,2024-11-09T00:00:00Z
ORD-00767,CUS-0130,2024-10-03,PROD-035,1,297.43,297.43,USD,credit_card,paid,confirmed,express,TRACK-C21O6WW8,2024-10-05,,2024-10-03T00:00:00Z,2025-02-04T00:00:00Z
ORD-00768,CUS-0991,2025-02-15,PROD-064,2,384.19,768.38,USD,debit_card,paid,placed,standard,TRACK-VKCAG1JD,2025-02-21,,2025-02-15T00:00:00Z,2025-08-09T00:00:00Z
ORD-00769,CUS-0638,2025-08-23,PROD-013,2,1278.38,2556.76,USD,credit_card,paid,processing,express,TRACK-CIRIO74J,2025-08-26,,2025-08-23T00:00:00Z,2025-12-31T00:00:00Z
ORD-00770,CUS-0645,2024-09-14,PROD-052,4,580.62,2322.48,USD,debit_card,paid,confirmed,standard,TRACK-Z6PQ1AUF,2024-09-24,,2024-09-14T00:00:00Z,2025-12-20T00:00:00Z
ORD-00771,CUS-0276,2024-05-20,PROD-041,3,22.71,68.13,USD,credit_card,pending,placed,next_day,TRACK-DMILADH1,2024-05-21,,2024-05-20T00:00:00Z,2024-09-04T00:00:00Z
ORD-00772,CUS-0307,2025-11-13,PROD-031,1,88.52,88.52,USD,credit_card,paid,delivered,express,TRACK-RVWJVEYJ,2025-11-15,2025-11-16,2025-11-13T00:00:00Z,2025-12-15T00:00:00Z
ORD-00773,CUS-0559,2025-12-26,PROD-031,3,88.52,265.56,USD,credit_card,paid,delivered,next_day,TRACK-L72V08KT,2025-12-27,2025-12-30,2025-12-26T00:00:00Z,2025-12-29T00:00:00Z
ORD-00774,CUS-0505,2025-01-26,PROD-082,5,235.36,1176.80,USD,credit_card,paid,processing,standard,TRACK-51V9PD57,2025-02-01,,2025-01-26T00:00:00Z,2025-09-22T00:00:00Z
ORD-00775,CUS-0734,2025-11-12,PROD-070,3,55.18,165.54,USD,bank_transfer,partially_refunded,refunded,standard,TRACK-5MS20T3T,2025-11-19,2025-11-22,2025-11-12T00:00:00Z,2026-01-01T00:00:00Z
ORD-00776,CUS-0490,2025-02-18,PROD-018,2,1487.38,2974.76,USD,credit_card,paid,placed,express,TRACK-RX2N75WL,2025-02-21,,2025-02-18T00:00:00Z,2025-12-14T00:00:00Z
ORD-00777,CUS-0402,2025-07-22,PROD-022,2,500.24,1000.48,USD,debit_card,paid,confirmed,standard,TRACK-ADG0XWG5,2025-07-29,,2025-07-22T00:00:00Z,2025-09-04T00:00:00Z
ORD-00778,CUS-0566,2024-07-12,PROD-053,5,574.29,2871.45,USD,credit_card,paid,delayed,standard,TRACK-XD82IJKU,2024-07-21,,2024-07-12T00:00:00Z,2024-07-25T00:00:00Z
ORD-00779,CUS-0621,2025-11-01,PROD-090,4,289.84,1159.36,USD,debit_card,paid,shipped,next_day,TRACK-PEOJ3M48,2025-11-02,,2025-11-01T00:00:00Z,2025-11-28T00:00:00Z
ORD-00780,CUS-0199,2024-03-09,PROD-024,4,522.20,2088.80,USD,credit_card,paid,cancelled,standard,TRACK-AIC0DHNH,2024-03-18,,2024-03-09T00:00:00Z,2024-07-24T00:00:00Z
ORD-00781,CUS-0165,2025-04-19,PROD-039,1,482.81,482.81,USD,debit_card,pending,placed,standard,TRACK-4ZPATQXL,2025-04-26,,2025-04-19T00:00:00Z,2025-06-14T00:00:00Z
ORD-00782,CUS-0946,2025-03-04,PROD-088,1,191.92,191.92,USD,credit_card,paid,out_for_delivery,express,TRACK-5OHS7AUI,2025-03-06,,2025-03-04T00:00:00Z,2025-07-20T00:00:00Z
ORD-00783,CUS-0434,2025-03-31,PROD-012,4,922.70,3690.80,USD,debit_card,paid,delivered,standard,TRACK-YH5HOA7W,2025-04-07,2025-04-07,2025-03-31T00:00:00Z,2025-08-31T00:00:00Z
ORD-00784,CUS-0141,2024-04-11,PROD-026,4,295.00,1180.00,USD,debit_card,paid,shipped,standard,TRACK-E0QQXNN8,2024-04-16,,2024-04-11T00:00:00Z,2024-11-10T00:00:00Z
ORD-00785,CUS-0810,2025-09-10,PROD-033,3,249.21,747.63,USD,debit_card,paid,processing,standard,TRACK-353R4DTA,2025-09-15,,2025-09-10T00:00:00Z,2025-11-28T00:00:00Z
ORD-00786,CUS-0631,2024-07-12,PROD-073,2,114.42,228.84,USD,credit_card,paid,shipped,standard,TRACK-BGUQJJ1G,2024-07-19,,2024-07-12T00:00:00Z,2025-09-23T00:00:00Z
