ticket_id,customer_id,order_id,product_id,created_at,channel,subject,message,category,subcategory,intent,priority,sentiment,assigned_team,status,resolution,resolution_code,resolution_time_minutes,escalated,escalation_reason,customer_satisfaction,first_response_time_minutes
TKT-0231,CUS-0763,,,2025-01-04T00:00:00Z,email,Warranty claim request,The product was repaired under warranty but the same issue has returned. What are my options?,warranty,replacement,warranty_replacement,P3,negative,returns_support,waiting_for_customer,,,,false,,,143
TKT-0232,CUS-0511,,PROD-071,2025-10-11T00:00:00Z,email,Issue with my shipment — order help needed,I placed an order 8 days ago and my package hasn't arrived yet. The tracking number shows it's still in transit. Can you help?,shipping,address_change,report_delayed_delivery,P3,positive,shipping_support,in_progress,,,,true,Customer requested supervisor,,4
TKT-0233,CUS-0574,,PROD-038,2024-08-02T00:00:00Z,web,Technical support needed,The camera on my device is producing blurry images even in good lighting conditions.,technical,hardware,compatibility_issue,P2,neutral,technical_support,waiting_for_customer,,,,false,,,102
TKT-0234,CUS-0333,ORD-03265,PROD-063,2025-07-20T00:00:00Z,chat,Payment problem on my account,The payment authorization failed even though my bank says the transaction was approved.,payments,billing,billing_inquiry,P3,negative,billing_support,closed,Customer advised to contact bank; charge appears to be a temporary authorization hold.,AUTHORIZATION_HOLD,24,false,,1,226
TKT-0235,CUS-0581,ORD-02246,PROD-035,2025-09-23T00:00:00Z,email,Payment problem on my account,My payment keeps failing at checkout even though my card details are correct and I have sufficient funds.,payments,invoice,payment_failure,P3,angry,billing_support,open,,,,true,Customer requested supervisor,,60
TKT-0236,CUS-0659,,PROD-043,2025-09-29T00:00:00Z,chat,Payment problem on my account,I'm getting an error message saying my billing address doesn't match. I've confirmed it's correct.,payments,invoice,payment_authorization_issue,P2,neutral,billing_support,in_progress,,,,false,,,181
TKT-0237,CUS-0259,ORD-04986,PROD-006,2024-08-24T00:00:00Z,email,Warranty claim request,I'd like to extend my warranty before it expires. What options are available?,warranty,coverage,warranty_claim,P2,neutral,returns_support,resolved,Warranty extended by 12 months as goodwill gesture.,WARRANTY_REPAIR,1342,false,,4,23
TKT-0238,CUS-0395,,PROD-091,2024-10-21T00:00:00Z,phone,Product question / issue,Is this product compatible with Mac OS? The listing only mentions Windows.,products,compatibility,product_registration,P2,negative,technical_support,closed,Technical specifications shared with customer.,REGISTRATION_DONE,652,false,,1,203
TKT-0239,CUS-0883,,PROD-095,2024-09-16T00:00:00Z,phone,Account access issue,Someone tried to access my account from an unfamiliar location. I received a security alert.,account,security,password_reset,P3,angry,general_support,resolved,Two-factor authentication enabled on customer's account.,ACCOUNT_CLOSED,341,false,,4,183
TKT-0240,CUS-0217,,,2024-08-24T00:00:00Z,chat,Account access issue,I need to update my billing address. I've moved and need to update my details.,account,password,password_reset,P3,neutral,general_support,open,,,,false,,,54
TKT-0241,CUS-0668,,,2024-12-30T00:00:00Z,email,Issue with my shipment — order help needed,I ordered express shipping but it's been 25 days and still nothing. This should have arrived already.,shipping,tracking,track_shipment,P3,neutral,shipping_support,resolved,Initiated investigation with carrier. Customer will be contacted within 2 business days.,REFUNDED,987,false,,2,207
TKT-0242,CUS-0736,,PROD-011,2025-10-01T00:00:00Z,web,Warranty claim request,I lost my proof of purchase. Can I still make a warranty claim using my order number?,warranty,coverage,check_warranty_status,P3,positive,returns_support,in_progress,,,,false,,,40
TKT-0243,CUS-0498,,PROD-049,2024-12-27T00:00:00Z,web,Payment problem on my account,I made a bank transfer 26 days ago but my order is still showing payment pending.,payments,billing,update_payment_method,P3,angry,enterprise_support,resolved,Alternative payment method accepted; order confirmed.,ESCALATED_BILLING,325,false,,5,132
TKT-0244,CUS-0974,ORD-02479,PROD-069,2025-08-06T00:00:00Z,email,Payment problem on my account,The payment authorization failed even though my bank says the transaction was approved.,payments,payment_failure,payment_authorization_issue,P2,neutral,billing_support,resolved,Payment method updated successfully. Order will now process.,AUTHORIZATION_HOLD,204,false,,3,35
TKT-0245,CUS-0174,ORD-03623,PROD-079,2024-09-07T00:00:00Z,web,Account access issue,I'm not receiving order confirmation emails even though my address is correct.,account,security,update_profile,P3,negative,general_support,closed,Email address updated successfully.,ACCOUNT_UNLOCKED,551,false,,2,185
TKT-0246,CUS-0790,ORD-04222,,2024-06-18T00:00:00Z,chat,Security concern — urgent,The security question on my account has been changed without my knowledge.,security,data,account_compromise,P2,negative,security_support,in_progress,,,,true,Customer expressed extreme dissatisfaction,,50
TKT-0247,CUS-0643,,PROD-002,2025-01-08T00:00:00Z,chat,Warranty claim request,I purchased the product as a gift. The recipient wants to register the warranty — is that possible?,warranty,coverage,check_warranty_status,P2,negative,returns_support,resolved,Claim rejected — damage determined to be outside warranty scope. Repair quote provided.,WARRANTY_REPAIR,1194,false,,4,228
TKT-0248,CUS-0917,,,2025-08-26T00:00:00Z,chat,Issue with my shipment — order help needed,I placed an order 10 days ago and my package hasn't arrived yet. The tracking number shows it's still in transit. Can you help?,shipping,lost_package,report_wrong_address,P3,negative,shipping_support,in_progress,,,,false,,,27
TKT-0249,CUS-0877,,,2025-09-30T00:00:00Z,email,Technical support needed,I followed the setup instructions but the device isn't being recognized by my computer.,technical,hardware,connectivity_problem,P2,angry,technical_support,in_progress,,,,false,,,207
TKT-0250,CUS-0883,,,2024-06-10T00:00:00Z,chat,Account access issue,I'm locked out of my account after too many failed login attempts. How do I unlock it?,account,profile,close_account,P2,negative,general_support,open,,,,true,Policy exception required,,230
TKT-0251,CUS-0964,ORD-01392,PROD-068,2025-05-30T00:00:00Z,email,Issue with my shipment — order help needed,I received a notification that my package was delivered but it's not here. Could it have been delivered to the wrong address?,shipping,delayed,report_lost_package,P2,angry,shipping_support,open,,,,true,Customer expressed extreme dissatisfaction,,38
TKT-0252,CUS-0447,,PROD-082,2024-08-26T00:00:00Z,email,Payment problem on my account,I'm getting an error message saying my billing address doesn't match. I've confirmed it's correct.,payments,payment_failure,payment_failure,P3,negative,billing_support,open,,,,false,,,104
TKT-0253,CUS-0431,,PROD-051,2025-05-19T00:00:00Z,web,Account access issue,I want to close my account and delete all my personal data. What's the process?,account,security,update_profile,P3,neutral,general_support,resolved,Two-factor authentication enabled on customer's account.,EMAIL_UPDATED,1268,false,,2,200
TKT-0254,CUS-0869,,PROD-032,2025-02-17T00:00:00Z,email,Product question / issue,Can you tell me if a specific product will be back in stock soon?,products,inquiry,product_compatibility,P3,negative,technical_support,closed,Replacement product shipped under warranty.,ACCESSORY_SENT,941,false,,4,134
TKT-0255,CUS-0589,,PROD-038,2024-10-20T00:00:00Z,web,Product question / issue,I'm having trouble setting up my new device. The instructions aren't clear.,products,registration,product_defect,P2,neutral,technical_support,closed,Replacement product shipped under warranty.,WARRANTY_REPLACEMENT,1216,false,,4,213
TKT-0256,CUS-0814,,PROD-071,2024-07-11T00:00:00Z,web,Issue with my shipment — order help needed,I'm moving next week — can I redirect my package to a different address? It hasn't shipped yet.,shipping,failed_delivery,report_lost_package,P3,angry,shipping_support,open,,,,false,,,228
TKT-0257,CUS-0965,,,2024-08-06T00:00:00Z,web,Payment problem on my account,My payment keeps failing at checkout even though my card details are correct and I have sufficient funds.,payments,billing,payment_failure,P1,negative,billing_support,closed,Customer advised to contact bank; charge appears to be a temporary authorization hold.,PAYMENT_UPDATED,1224,false,,4,20
TKT-0258,CUS-0604,,,2024-12-02T00:00:00Z,web,Technical support needed,My device is overheating during normal use. The fan seems to be running constantly.,technical,connectivity,software_issue,P1,neutral,technical_support,in_progress,,,,false,,,113
TKT-0259,CUS-0758,,,2025-04-21T00:00:00Z,web,Payment problem on my account,The payment authorization failed even though my bank says the transaction was approved.,payments,payment_failure,payment_failure,P3,neutral,billing_support,resolved,Payment issue escalated to billing team for manual review.,ESCALATED_BILLING,819,false,,3,20
TKT-0260,CUS-0535,,,2024-09-22T00:00:00Z,web,Question about my order,I ordered the wrong size/color variant. Can this be changed or do I need to cancel and reorder?,orders,missing_item,report_wrong_item,P2,positive,general_support,resolved,Missing item reshipped at no charge.,MODIFIED,124,false,,4,35
TKT-0261,CUS-0557,,PROD-067,2025-12-24T00:00:00Z,chat,Question about my order,"I received a confirmation email but when I check my account, I don't see the order listed.",orders,wrong_item,cancel_order,P2,negative,general_support,resolved,Order modification applied before shipment cutoff.,CANCELLED,311,false,,4,191
TKT-0262,CUS-0084,,,2024-08-17T00:00:00Z,web,Account access issue,I need to update my email address. The current one is from a job I no longer have.,account,merge,account_locked,P2,neutral,general_support,closed,Email address updated successfully.,ACCOUNT_CLOSED,797,false,,4,108
TKT-0263,CUS-0329,,PROD-015,2024-08-06T00:00:00Z,chat,Issue with my shipment — order help needed,My order shows it shipped but I never received a tracking number via email. How can I find out where my package is?,shipping,tracking,report_lost_package,P2,positive,shipping_support,resolved,Filed lost package claim with carrier. Refund or replacement offered.,CARRIER_INVESTIGATION,920,false,,2,157
TKT-0264,CUS-0688,,PROD-039,2025-03-16T00:00:00Z,email,Return request for recent order,I purchased a smartphone 6 days ago. I know electronics have a shorter return window — am I still eligible?,returns,return_request,check_return_eligibility,P2,neutral,returns_support,waiting_for_customer,,,,false,,,105
TKT-0265,CUS-0629,,,2025-08-18T00:00:00Z,phone,Security concern — urgent,I'm concerned about how my personal data is being used. I want to request a copy of my data.,security,phishing,suspicious_activity,P2,negative,security_support,open,,,,false,,,171
TKT-0266,CUS-0931,,PROD-097,2024-12-24T00:00:00Z,web,Return request for recent order,I'm an enterprise customer. I have a large order I need to return — what's the process for bulk returns?,returns,defective,check_return_eligibility,P3,negative,returns_support,open,,,,false,,,56
TKT-0267,CUS-0913,ORD-01506,,2025-07-20T00:00:00Z,chat,Warranty claim request,I lost my proof of purchase. Can I still make a warranty claim using my order number?,warranty,claim,extend_warranty,P2,neutral,returns_support,in_progress,,,,false,,,40
TKT-0268,CUS-0967,,PROD-033,2024-08-05T00:00:00Z,email,Account access issue,I want to remove a saved payment method from my account but can't find the option.,account,security,account_locked,P1,angry,general_support,closed,Two-factor authentication enabled on customer's account.,2FA_ENABLED,41,false,,3,126
TKT-0269,CUS-0065,,PROD-025,2025-10-24T00:00:00Z,chat,Technical support needed,My device won't turn on even after charging it fully overnight. I've tried holding the power button.,technical,compatibility,setup_issue,P1,negative,technical_support,resolved,Hardware defect confirmed. Replacement unit authorized.,HARDWARE_REPLACEMENT,329,true,Issue unresolved after multiple contacts,4,193
TKT-0270,CUS-0725,,,2025-02-06T00:00:00Z,web,Product question / issue,Is this product compatible with Mac OS? The listing only mentions Windows.,products,registration,product_registration,P2,positive,technical_support,resolved,Replacement product shipped under warranty.,REGISTRATION_DONE,979,false,,5,206
TKT-0271,CUS-0526,ORD-00641,PROD-082,2024-11-14T00:00:00Z,web,Warranty claim request,My warranty repair is taking longer than expected. When will I get my product back?,warranty,claim,extend_warranty,P3,angry,returns_support,in_progress,,,,false,,,207
TKT-0272,CUS-0497,,PROD-054,2025-12-16T00:00:00Z,chat,Question about my order,My order shows as delivered but it only partially arrived — some items are missing.,orders,wrong_item,check_order_status,P2,negative,general_support,closed,Order confirmed active; shipping label generated.,CONFIRMED,167,false,,2,84
TKT-0273,CUS-0827,,,2025-10-03T00:00:00Z,email,Product question / issue,I need to register my new product for warranty purposes. The registration link in the box doesn't work.,products,registration,product_recommendation,P1,positive,technical_support,resolved,Missing accessory dispatched as separate shipment.,INFO_PROVIDED,419,false,,5,83
TKT-0274,CUS-0157,,PROD-049,2024-08-17T00:00:00Z,email,Product question / issue,I need to register my new product for warranty purposes. The registration link in the box doesn't work.,products,recommendation,product_compatibility,P3,negative,technical_support,closed,Product registration completed manually by support agent.,COMPATIBILITY_CONFIRMED,354,false,,4,33
TKT-0275,CUS-0898,,,2024-12-29T00:00:00Z,email,Warranty claim request,I'd like to extend my warranty before it expires. What options are available?,warranty,extension,check_warranty_status,P2,negative,returns_support,in_progress,,,,false,,,169
TKT-0276,CUS-0262,ORD-01766,PROD-015,2025-08-18T00:00:00Z,email,Product question / issue,The specs say the battery lasts 8 hours but mine barely lasts 3. Is this a defect?,products,compatibility,product_defect,P1,negative,technical_support,closed,Missing accessory dispatched as separate shipment.,COMPATIBILITY_CONFIRMED,752,false,,3,183
TKT-0277,CUS-0355,ORD-00952,PROD-099,2025-07-07T00:00:00Z,email,Product question / issue,Is this product compatible with Mac OS? The listing only mentions Windows.,products,inquiry,product_registration,P2,negative,technical_support,resolved,Product registration completed manually by support agent.,WARRANTY_REPLACEMENT,362,true,Security concern flagged,3,96
TKT-0278,CUS-0540,ORD-02784,PROD-050,2025-01-31T00:00:00Z,phone,Warranty claim request,What exactly is covered under the standard warranty? I'm not sure if my issue qualifies.,warranty,replacement,check_warranty_status,P3,negative,returns_support,resolved,Warranty extended by 12 months as goodwill gesture.,WARRANTY_REPAIR,1432,false,,5,229
TKT-0279,CUS-0989,ORD-02970,,2025-11-04T00:00:00Z,chat,Security concern — urgent,I noticed several unauthorized purchases on my account that I didn't make. I need help immediately.,security,phishing,unauthorized_access,P0,neutral,enterprise_support,in_progress,,,,false,,,237
TKT-0280,CUS-0793,,PROD-085,2025-07-31T00:00:00Z,web,Technical support needed,The software keeps crashing whenever I try to open a specific feature. I've tried reinstalling.,technical,hardware,software_issue,P2,negative,technical_support,in_progress,,,,false,,,106
TKT-0281,CUS-0615,,PROD-058,2025-04-29T00:00:00Z,email,Security concern — urgent,I noticed several unauthorized purchases on my account that I didn't make. I need help immediately.,security,fraud,data_breach_concern,P3,negative,security_support,closed,Account temporarily suspended pending security review.,FRAUD_RESOLVED,944,false,,2,95
TKT-0282,CUS-0188,,PROD-052,2024-07-28T00:00:00Z,chat,Account access issue,My account seems to have been hacked. I see order history for purchases I didn't make.,account,email,account_locked,P3,positive,general_support,resolved,Account unlocked. Security review completed.,ACCOUNT_CLOSED,147,false,,3,126
TKT-0283,CUS-0230,,PROD-023,2025-09-25T00:00:00Z,phone,Warranty claim request,The product was repaired under warranty but the same issue has returned. What are my options?,warranty,claim,extend_warranty,P2,neutral,returns_support,in_progress,,,,false,,,187
TKT-0284,CUS-0953,,PROD-086,2024-06-13T00:00:00Z,chat,Refund not received / billing issue,I returned my order 18 days ago and I still haven't received my refund. Can you check the status?,refunds,refund_status,check_refund_status,P2,neutral,billing_support,in_progress,,,,false,,,60
TKT-0285,CUS-0713,,,2025-11-23T00:00:00Z,email,Product question / issue,I need to register my new product for warranty purposes. The registration link in the box doesn't work.,products,recommendation,product_compatibility,P3,neutral,technical_support,open,,,,false,,,187
TKT-0286,CUS-0993,,,2024-08-01T00:00:00Z,chat,Warranty claim request,I purchased the product as a gift. The recipient wants to register the warranty — is that possible?,warranty,extension,warranty_replacement,P3,negative,returns_support,resolved,Claim rejected — damage determined to be outside warranty scope. Repair quote provided.,CLAIM_REJECTED,458,true,Security concern flagged,4,93
TKT-0287,CUS-0707,,PROD-010,2025-05-07T00:00:00Z,web,Warranty claim request,What exactly is covered under the standard warranty? I'm not sure if my issue qualifies.,warranty,status,extend_warranty,P2,neutral,returns_support,resolved,Device sent for repair under warranty. ETA 7-10 business days.,CLAIM_REJECTED,1344,false,,1,153
TKT-0288,CUS-0326,ORD-01185,,2024-12-16T00:00:00Z,web,Warranty claim request,"My warranty claim was rejected but I believe the damage is a manufacturing defect, not user damage.",warranty,replacement,warranty_replacement,P3,negative,returns_support,waiting_for_customer,,,,false,,,231
TKT-0289,CUS-0766,,PROD-091,2025-11-12T00:00:00Z,web,Product question / issue,I'm having trouble setting up my new device. The instructions aren't clear.,products,compatibility,product_registration,P2,negative,technical_support,closed,Compatibility confirmed with customer's existing setup.,ACCESSORY_SENT,380,false,,3,163
TKT-0290,CUS-0930,,PROD-061,2025-04-18T00:00:00Z,chat,Technical support needed,The software keeps crashing whenever I try to open a specific feature. I've tried reinstalling.,technical,compatibility,software_issue,P1,positive,technical_support,in_progress,,,,false,,,137
TKT-0291,CUS-0780,,,2024-09-07T00:00:00Z,web,Warranty claim request,I lost my proof of purchase. Can I still make a warranty claim using my order number?,warranty,status,extend_warranty,P3,negative,returns_support,resolved,Warranty claim approved. Replacement unit shipped.,WARRANTY_REPLACEMENT,475,false,,4,118
TKT-0292,CUS-0702,,PROD-009,2024-06-30T00:00:00Z,email,Question about my order,I need my order urgently. Can I upgrade the shipping method after placing the order?,orders,missing_item,missing_item,P1,negative,general_support,closed,Missing item reshipped at no charge.,WRONG_ITEM_RESOLVED,943,false,,3,162
TKT-0293,CUS-0543,,,2025-01-31T00:00:00Z,email,Return request for recent order,I received the wrong item in my shipment. I ordered a blue model but got a red one. Can I exchange or return it?,returns,policy,return_status,P3,angry,returns_support,closed,Full refund processed after confirming item condition.,EXCEPTION_APPLIED,1232,false,,3,86
TKT-0294,CUS-0556,,PROD-097,2024-10-24T00:00:00Z,web,Product question / issue,I need to know if I can use this device in a country with different voltage standards.,products,inquiry,product_compatibility,P2,negative,technical_support,resolved,Replacement product shipped under warranty.,WARRANTY_REPLACEMENT,1246,false,,5,88
TKT-0295,CUS-0462,,,2024-07-28T00:00:00Z,email,Security concern — urgent,I received a package I didn't order to my address. I'm worried someone is using my information.,security,account_compromise,unauthorized_access,P2,angry,security_support,in_progress,,,,false,,,188
TKT-0296,CUS-0586,ORD-00383,,2025-05-09T00:00:00Z,chat,Product question / issue,I'm trying to determine if this laptop is compatible with the external monitor I already own.,products,compatibility,product_defect,P2,neutral,technical_support,resolved,Technical specifications shared with customer.,INFO_PROVIDED,712,false,,4,177
TKT-0297,CUS-0270,,PROD-019,2024-12-03T00:00:00Z,email,Warranty claim request,My product stopped working and it's still under the manufacturer's warranty. How do I file a claim?,warranty,replacement,extend_warranty,P3,negative,returns_support,in_progress,,,,false,,,162
TKT-0298,CUS-0390,ORD-02809,PROD-057,2024-12-06T00:00:00Z,email,Payment problem on my account,I want to pay via invoice for my business account. How do I set up net-30 payment terms?,payments,authorization,invoice_request,P2,positive,billing_support,closed,Payment method updated successfully. Order will now process.,AUTHORIZATION_HOLD,169,false,,1,34
TKT-0299,CUS-0497,ORD-01171,PROD-059,2025-11-03T00:00:00Z,email,Account access issue,I want to remove a saved payment method from my account but can't find the option.,account,profile,account_security,P2,neutral,general_support,closed,Password reset email resent. Customer advised to check spam folder.,PASSWORD_RESET,1371,false,,4,94
TKT-0300,CUS-0583,,PROD-080,2024-12-16T00:00:00Z,web,Account access issue,Someone tried to access my account from an unfamiliar location. I received a security alert.,account,profile,password_reset,P1,neutral,general_support,open,,,,true,Security concern flagged,,185
TKT-0301,CUS-0291,ORD-00150,PROD-086,2025-08-28T00:00:00Z,web,Issue with my shipment — order help needed,My package has been stuck at the same location for 7 days. The tracking info hasn't updated at all.,shipping,failed_delivery,report_lost_package,P3,neutral,shipping_support,in_progress,,,,false,,,147
TKT-0302,CUS-0144,,,2025-08-30T00:00:00Z,phone,Payment problem on my account,I want to pay via invoice for my business account. How do I set up net-30 payment terms?,payments,update_method,invoice_request,P3,negative,billing_support,closed,Payment method updated successfully. Order will now process.,ESCALATED_BILLING,576,false,,4,11
TKT-0303,CUS-0097,ORD-04081,,2024-09-10T00:00:00Z,web,Question about my order,I placed an order 2 days ago and it's still in processing status. When will it ship?,orders,missing_item,missing_item,P2,neutral,general_support,in_progress,,,,false,,,54
TKT-0304,CUS-0991,ORD-01275,PROD-072,2024-07-28T00:00:00Z,chat,Technical support needed,I'm getting error code E-759 when trying to use the device. What does this mean?,technical,compatibility,compatibility_issue,P2,angry,technical_support,closed,Issue resolved with firmware update. Customer confirmed device working.,DRIVER_UPDATE,503,false,,5,236
TKT-0305,CUS-0990,ORD-02962,PROD-004,2024-08-24T00:00:00Z,chat,Product question / issue,I'm trying to determine if this laptop is compatible with the external monitor I already own.,products,inquiry,product_recommendation,P3,negative,technical_support,in_progress,,,,false,,,92
TKT-0306,CUS-0591,,,2025-07-15T00:00:00Z,email,Security concern — urgent,I received an email claiming to be from Acme Store asking for my password. I think it's a phishing attempt.,security,fraud,fraud_report,P2,negative,security_support,closed,Account temporarily suspended pending security review.,DATA_REQUEST_PROCESSED,171,false,,1,157
TKT-0307,CUS-0110,,PROD-068,2025-03-18T00:00:00Z,chat,Warranty claim request,What exactly is covered under the standard warranty? I'm not sure if my issue qualifies.,warranty,claim,extend_warranty,P3,negative,returns_support,in_progress,,,,false,,,31
TKT-0308,CUS-0982,,PROD-037,2025-07-01T00:00:00Z,web,Refund not received / billing issue,I received a partial refund but I expected a full refund. Can you explain why it wasn't fully refunded?,refunds,duplicate_charge,request_refund,P2,negative,billing_support,closed,Partial refund of 99.63 applied per return policy.,PARTIAL_REFUND,1431,true,High-value order involved,4,64
TKT-0309,CUS-0727,,PROD-069,2025-04-29T00:00:00Z,chat,Refund not received / billing issue,I returned my order 26 days ago and I still haven't received my refund. Can you check the status?,refunds,refund_status,dispute_charge,P2,negative,billing_support,resolved,Partial refund of 28.22 applied per return policy.,REFUND_PROCESSED,1131,false,,5,237
TKT-0310,CUS-0688,,PROD-017,2025-06-15T00:00:00Z,web,Product question / issue,Can you tell me if a specific product will be back in stock soon?,products,inquiry,product_inquiry,P3,angry,technical_support,open,,,,true,Issue unresolved after multiple contacts,,82
TKT-0311,CUS-0517,,PROD-083,2024-06-09T00:00:00Z,web,Product question / issue,I'm trying to determine if this laptop is compatible with the external monitor I already own.,products,recommendation,product_recommendation,P3,negative,technical_support,closed,Technical specifications shared with customer.,ACCESSORY_SENT,1324,false,,4,180
TKT-0312,CUS-0770,,,2025-07-24T00:00:00Z,web,Payment problem on my account,My payment keeps failing at checkout even though my card details are correct and I have sufficient funds.,payments,authorization,invoice_request,P3,negative,billing_support,resolved,Payment issue escalated to billing team for manual review.,INVOICE_SENT,203,false,,5,219
TKT-0313,CUS-0882,ORD-02150,PROD-059,2025-06-14T00:00:00Z,email,Refund not received / billing issue,"I disputed a charge and the bank said it was resolved, but I don't see the credit on my account yet.",refunds,partial,request_refund,P3,neutral,billing_support,open,,,,false,,,113
TKT-0314,CUS-0166,,PROD-013,2024-11-27T00:00:00Z,phone,Warranty claim request,"My warranty claim was rejected but I believe the damage is a manufacturing defect, not user damage.",warranty,extension,warranty_claim,P2,negative,returns_support,resolved,Warranty claim approved. Replacement unit shipped.,WARRANTY_EXTENDED,1108,true,Policy exception required,4,212
TKT-0315,CUS-0191,,PROD-001,2025-05-09T00:00:00Z,web,Payment problem on my account,The payment authorization failed even though my bank says the transaction was approved.,payments,update_method,invoice_request,P3,neutral,billing_support,resolved,Payment method updated successfully. Order will now process.,ESCALATED_BILLING,837,false,,4,184
TKT-0316,CUS-0113,ORD-03856,,2024-06-25T00:00:00Z,phone,Payment problem on my account,My credit card expired and I need to update my payment method for a pending order.,payments,invoice,payment_failure,P2,negative,billing_support,resolved,Alternative payment method accepted; order confirmed.,AUTHORIZATION_HOLD,837,false,,1,19
TKT-0317,CUS-0716,,PROD-029,2025-01-14T00:00:00Z,web,Refund not received / billing issue,I was charged twice for the same order. I can see two identical transactions on my credit card statement.,refunds,duplicate_charge,request_refund,P3,negative,billing_support,resolved,Duplicate charge reversed. Credit will appear within 3-7 business days.,REFUND_INITIATED,723,false,,3,141
TKT-0318,CUS-0157,ORD-04744,PROD-085,2025-09-29T00:00:00Z,web,Payment problem on my account,I'd like to split my payment across two different cards. Is that an option?,payments,update_method,payment_authorization_issue,P2,neutral,billing_support,resolved,Payment issue escalated to billing team for manual review.,AUTHORIZATION_HOLD,832,false,,3,215
TKT-0319,CUS-0580,,PROD-093,2024-07-16T00:00:00Z,web,Payment problem on my account,I want to pay via invoice for my business account. How do I set up net-30 payment terms?,payments,invoice,invoice_request,P1,negative,enterprise_support,resolved,Invoice generated and sent to customer email.,INVOICE_SENT,1065,false,,5,23
TKT-0320,CUS-0085,,PROD-006,2025-09-17T00:00:00Z,email,Return request for recent order,I want to return a gift I received. I have the order number but I'm not the original purchaser. Is that possible?,returns,damaged,initiate_return,P2,neutral,returns_support,closed,Return approved and replacement shipped express.,EXCEPTION_APPLIED,227,false,,1,131
TKT-0321,CUS-0814,,PROD-041,2025-08-14T00:00:00Z,chat,Payment problem on my account,I want to pay via invoice for my business account. How do I set up net-30 payment terms?,payments,billing,billing_inquiry,P0,negative,billing_support,closed,Customer advised to contact bank; charge appears to be a temporary authorization hold.,PAYMENT_UPDATED,1328,false,,4,23
TKT-0322,CUS-0690,ORD-02356,PROD-071,2024-11-29T00:00:00Z,email,Issue with my shipment — order help needed,"My tracking shows 'delivered' but I never received my package. I checked with my neighbors and the front desk, no sign of it.",shipping,delayed,report_lost_package,P1,negative,shipping_support,closed,Initiated investigation with carrier. Customer will be contacted within 2 business days.,DELIVERY_RESCHEDULED,385,false,,3,53
TKT-0323,CUS-0897,,PROD-002,2025-12-26T00:00:00Z,email,Technical support needed,My device won't turn on even after charging it fully overnight. I've tried holding the power button.,technical,connectivity,software_issue,P2,neutral,technical_support,in_progress,,,,false,,,5
TKT-0324,CUS-0363,,,2024-10-10T00:00:00Z,web,Product question / issue,I need to know if I can use this device in a country with different voltage standards.,products,inquiry,product_registration,P2,neutral,technical_support,in_progress,,,,false,,,230
TKT-0325,CUS-0288,,PROD-025,2025-06-30T00:00:00Z,email,Issue with my shipment — order help needed,"My tracking shows 'delivered' but I never received my package. I checked with my neighbors and the front desk, no sign of it.",shipping,lost_package,report_lost_package,P2,negative,shipping_support,closed,Filed lost package claim with carrier. Refund or replacement offered.,REFUNDED,1259,false,,1,47
TKT-0326,CUS-0035,,,2025-11-20T00:00:00Z,email,Account access issue,I have two accounts with the same email. I want to merge the order history into one account.,account,profile,password_reset,P2,angry,general_support,resolved,Account unlocked. Security review completed.,ACCOUNT_CLOSED,1410,false,,4,79
TKT-0327,CUS-0933,,PROD-047,2025-06-21T00:00:00Z,web,Question about my order,I need my order urgently. Can I upgrade the shipping method after placing the order?,orders,cancellation,missing_item,P3,negative,general_support,open,,,,false,,,161
TKT-0328,CUS-0205,,,2025-08-14T00:00:00Z,phone,Issue with my shipment — order help needed,"My tracking shows 'delivered' but I never received my package. I checked with my neighbors and the front desk, no sign of it.",shipping,tracking,report_delayed_delivery,P2,negative,shipping_support,resolved,Initiated investigation with carrier. Customer will be contacted within 2 business days.,TRACKING_PROVIDED,1343,false,,3,158
TKT-0329,CUS-0288,,PROD-019,2025-06-25T00:00:00Z,web,Issue with my shipment — order help needed,I ordered express shipping but it's been 20 days and still nothing. This should have arrived already.,shipping,lost_package,track_shipment,P2,positive,shipping_support,resolved,Rescheduled delivery for next business day.,TRACKING_PROVIDED,89,false,,3,188
TKT-0330,CUS-0418,,PROD-041,2025-12-01T00:00:00Z,web,Refund not received / billing issue,I returned my order 11 days ago and I still haven't received my refund. Can you check the status?,refunds,duplicate_charge,request_refund,P2,negative,billing_support,in_progress,,,,false,,,185
TKT-0331,CUS-0476,ORD-02537,PROD-016,2025-05-29T00:00:00Z,web,Return request for recent order,I'm an enterprise customer. I have a large order I need to return — what's the process for bulk returns?,returns,return_request,check_return_eligibility,P1,neutral,returns_support,in_progress,,,,true,Security concern flagged,,214
TKT-0332,CUS-0249,,,2025-07-09T00:00:00Z,chat,Return request for recent order,I received the wrong item in my shipment. I ordered a blue model but got a red one. Can I exchange or return it?,returns,defective,initiate_return,P2,neutral,returns_support,closed,Full refund processed after confirming item condition.,REFUND_PROCESSED,82,false,,3,105
TKT-0333,CUS-0126,ORD-01597,,2024-09-19T00:00:00Z,chat,Product question / issue,The product description says it includes a charging cable but mine didn't come with one.,products,recommendation,product_defect,P3,negative,technical_support,open,,,,false,,,140
TKT-0334,CUS-0800,ORD-00989,PROD-080,2025-02-13T00:00:00Z,chat,Warranty claim request,I purchased the product as a gift. The recipient wants to register the warranty — is that possible?,warranty,extension,warranty_replacement,P3,negative,returns_support,closed,Out-of-warranty repair approved at discounted rate.,CLAIM_REJECTED,1232,false,,3,237
